,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
472,37,0,446,1,1,4,1,1,635,2,0,65,3,2,1,2,1,6447,15701,6,0,1,12,3,2,80,1,8,2,2,6,5,4,3
110,51,1,1456,1,1,4,5,1,145,1,0,30,2,3,0,1,0,7484,25796,3,0,1,20,4,3,80,0,23,1,2,13,12,12,8
308,58,2,390,1,1,4,1,1,422,4,1,32,1,2,0,3,2,5660,17056,2,0,0,13,3,4,80,1,12,2,3,5,3,1,2
370,21,0,156,2,12,3,1,1,494,3,0,90,4,1,6,2,0,2716,25422,1,0,1,15,3,4,80,0,1,0,3,1,0,0,0
691,40,1,1469,1,9,4,5,1,964,4,1,35,3,1,7,2,2,3617,25063,8,0,0,14,3,4,80,1,3,2,3,1,1,0,0
1165,44,1,602,0,1,5,0,1,1642,1,1,37,3,2,5,4,1,5743,10503,4,0,0,11,3,3,80,0,14,3,3,10,7,0,2
1329,29,0,352,0,6,1,5,1,1865,4,1,87,2,1,5,2,1,2804,15434,1,0,1,11,3,4,80,0,1,3,3,1,0,0,0
517,25,0,810,2,8,3,1,1,707,4,1,57,4,2,3,2,1,4851,15678,0,0,1,22,4,3,80,1,4,4,3,3,2,1,2
1046,44,0,1467,1,20,3,1,1,1475,4,1,49,3,1,7,2,0,3420,21158,1,0,1,13,3,3,80,0,6,3,2,5,2,1,3
790,33,0,654,1,5,3,1,1,1099,4,1,34,2,3,0,4,2,7119,21214,4,0,1,15,3,3,80,1,9,2,3,3,2,1,2
450,31,0,828,2,2,1,1,1,604,2,1,77,3,2,3,4,0,6582,8346,4,0,0,13,3,3,80,0,10,2,4,6,5,0,5
1156,40,0,884,1,15,3,1,1,1628,1,0,80,2,3,1,3,1,10435,25800,1,0,1,13,3,4,80,2,18,2,3,18,15,14,12
40,35,0,464,1,4,2,3,1,53,3,1,75,3,1,2,4,2,1951,10910,1,0,1,12,3,3,80,1,1,3,3,1,0,0,0
622,32,0,117,2,13,4,1,1,859,2,1,73,3,2,3,4,2,4403,9250,2,0,1,11,3,3,80,1,8,3,2,5,2,0,3
559,38,0,268,1,2,5,5,1,773,4,1,92,3,1,7,3,1,3057,20471,6,0,0,13,3,2,80,1,6,0,1,1,0,0,1
443,22,1,1368,1,4,1,2,1,593,3,1,99,2,1,2,3,0,3894,9129,5,0,1,16,3,3,80,0,4,3,3,2,2,1,2
1363,33,0,217,2,10,4,4,1,1924,2,1,43,3,2,3,3,0,5487,10410,1,0,1,14,3,2,80,0,10,2,2,10,4,0,9
967,40,0,329,1,1,4,1,1,1361,2,1,88,3,1,2,2,1,2387,6762,3,0,1,22,4,3,80,1,7,3,3,4,2,0,3
184,53,0,1084,1,13,2,5,1,250,4,0,57,4,2,1,1,2,4450,26250,1,0,1,11,3,3,80,2,5,3,3,4,2,1,3
1383,36,2,1351,1,9,4,1,1,1949,1,1,66,4,1,2,2,1,2810,9238,1,0,1,22,4,2,80,0,5,3,3,5,4,0,2
1346,45,0,556,1,25,2,1,1,1888,2,0,93,2,2,1,4,1,5906,23888,0,0,1,13,3,4,80,2,10,2,2,9,8,3,8
992,39,2,1485,1,25,2,1,1,1397,3,1,71,3,3,0,3,1,10920,3449,3,0,1,21,4,2,80,1,13,2,3,6,4,0,5
189,51,0,313,1,3,3,5,1,258,4,0,98,3,4,0,2,0,13734,7192,3,0,1,18,3,3,80,0,21,6,3,7,7,1,0
999,42,0,1147,0,10,3,0,1,1408,3,0,31,3,4,8,1,1,16799,16616,0,0,1,14,3,3,80,1,21,5,3,20,7,0,9
395,43,1,313,1,21,3,5,1,525,4,1,61,3,1,2,4,1,2258,15238,7,0,1,20,4,1,80,1,8,1,3,3,2,1,2
1151,28,0,580,1,27,3,5,1,1622,2,0,39,1,2,1,1,2,4877,20460,0,0,1,21,4,2,80,1,6,5,2,5,3,0,0
935,32,0,604,2,8,3,5,1,1304,3,1,56,4,2,3,4,1,6209,11693,1,0,1,15,3,3,80,2,10,4,4,10,7,0,8
964,34,0,507,2,15,2,5,1,1356,3,0,66,3,2,3,1,0,6125,23553,1,0,1,12,3,4,80,0,10,6,4,10,8,9,6
1194,47,0,1225,2,2,4,1,1,1676,2,0,47,4,4,8,2,2,15972,21086,6,0,1,14,3,3,80,3,29,2,3,3,2,1,2
529,38,0,827,1,1,4,1,1,724,2,0,33,4,2,0,4,0,7625,19383,0,0,1,13,3,3,80,0,10,4,2,9,7,1,8
727,18,2,287,1,5,2,1,1,1012,2,1,73,3,1,7,4,0,1051,13493,1,0,1,15,3,4,80,0,0,2,3,0,0,0,0
1292,39,1,766,2,20,3,1,1,1812,3,1,83,3,2,3,4,2,4127,19188,2,0,1,18,3,4,80,1,7,6,3,2,1,2,2
1366,39,2,1251,2,21,4,1,1,1929,1,0,32,1,2,3,3,1,5736,3987,6,0,1,19,3,3,80,1,10,1,3,3,2,1,2
720,30,0,138,1,22,3,1,1,1004,1,0,48,3,1,7,3,1,2132,11539,4,0,0,11,3,2,80,0,7,2,3,5,2,0,1
601,40,1,720,1,16,4,5,1,832,1,1,51,2,2,2,3,0,5094,11983,6,0,1,14,3,4,80,0,10,6,3,1,0,0,0
646,53,0,868,2,8,3,4,1,897,1,1,73,3,4,3,4,1,11836,22789,5,0,1,14,3,3,80,1,28,3,3,2,0,2,2
603,45,0,252,1,2,3,1,1,834,2,0,95,2,1,7,3,0,2274,6153,1,0,1,14,3,4,80,0,1,3,3,1,0,0,0
867,50,1,1421,1,2,3,5,1,1215,4,0,30,3,4,8,1,1,17856,9490,2,0,1,22,4,3,80,1,32,3,3,2,2,2,2
669,39,0,1122,1,6,3,5,1,932,4,1,70,3,1,2,1,1,2404,4303,7,0,0,21,4,4,80,0,8,2,1,2,2,2,2
1202,38,0,1495,1,4,2,5,1,1687,4,0,87,3,1,2,3,1,3306,26176,7,0,1,19,3,4,80,1,7,5,2,0,0,0,0
523,50,0,1207,1,28,1,5,1,716,4,1,74,4,1,2,3,1,3221,3297,1,0,0,11,3,3,80,3,20,3,3,20,8,3,8
973,35,0,817,1,1,3,5,1,1369,4,0,60,2,2,2,4,1,5363,10846,0,0,1,12,3,2,80,1,10,0,3,9,7,0,0
979,34,0,285,1,29,3,5,1,1377,2,1,86,3,2,2,3,1,5429,17491,4,0,1,13,3,1,80,2,10,1,3,8,7,7,7
1053,57,0,405,1,1,2,1,1,1483,2,1,93,4,2,7,3,1,4900,2721,0,0,1,24,4,1,80,1,13,2,2,12,9,2,8
473,49,0,1245,1,18,4,1,1,638,4,1,58,2,5,4,3,2,19502,2125,1,0,0,17,3,3,80,1,31,5,3,31,9,0,9
385,30,1,464,1,4,3,2,1,514,3,1,40,3,1,7,4,0,2285,3427,9,0,0,23,4,3,80,0,3,4,3,1,0,0,0
117,36,1,1467,2,11,2,2,1,154,2,0,92,3,3,3,4,1,9738,22952,0,0,1,14,3,3,80,1,10,6,3,9,7,2,8
1063,29,0,1246,2,19,3,1,1,1497,3,1,77,2,2,3,3,2,8620,23757,1,0,1,14,3,3,80,2,10,3,3,10,7,0,4
6,59,0,1324,1,3,3,5,1,10,3,0,81,4,1,2,1,1,2670,9964,4,0,0,20,4,1,80,3,12,3,2,1,0,0,0
1049,30,0,1358,2,16,1,1,1,1479,4,1,96,3,2,3,3,1,5301,2939,8,0,1,15,3,3,80,2,4,2,2,2,1,2,2
1116,55,0,685,2,26,5,4,1,1578,3,1,60,2,5,8,4,1,19586,23037,1,0,1,21,4,3,80,1,36,3,3,36,6,2,13
897,59,0,326,2,3,3,1,1,1254,3,0,48,2,2,3,4,0,5171,16490,5,0,1,17,3,4,80,0,13,2,3,6,1,0,5
878,42,2,179,0,2,5,5,1,1231,4,1,79,4,2,5,1,1,6272,12858,7,0,1,16,3,1,80,1,10,3,4,4,3,0,3
977,34,2,999,1,26,1,2,1,1374,1,0,92,2,1,7,3,2,2029,15891,1,0,1,20,4,3,80,3,5,2,3,5,4,0,0
596,35,0,1258,1,1,4,1,1,826,4,0,40,4,1,7,3,0,2506,13301,3,0,1,13,3,3,80,0,7,0,3,2,2,2,2
1365,29,1,746,2,24,3,2,1,1928,3,1,45,4,1,6,1,0,1091,10642,1,0,1,17,3,4,80,0,1,3,3,1,0,0,0
564,45,0,954,2,2,2,2,1,783,2,1,46,1,2,6,3,0,6632,12388,0,0,1,13,3,1,80,0,9,3,3,8,7,3,1
786,27,2,1277,1,8,5,1,1,1094,1,1,87,1,1,2,3,1,4621,5869,1,0,1,19,3,4,80,3,3,4,3,3,2,1,2
1352,44,0,170,1,1,4,1,1,1903,2,1,78,4,2,0,1,1,5033,9364,2,0,1,15,3,4,80,1,10,5,3,2,0,2,2
1012,31,1,667,2,1,4,1,1,1427,2,0,50,1,1,6,3,0,1359,16154,1,0,1,12,3,2,80,0,1,3,3,1,0,0,0
976,56,0,1369,1,23,3,1,1,1373,4,1,68,3,4,1,2,1,13402,18235,4,0,0,12,3,1,80,1,33,0,3,19,16,15,9
416,38,1,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,1702,12106,1,0,0,23,4,3,80,1,1,3,3,1,0,0,0
479,24,1,1287,1,7,3,1,1,647,1,0,55,3,1,2,3,1,2886,14168,1,0,0,16,3,4,80,1,6,4,3,6,3,1,2
296,18,0,230,1,3,3,1,1,405,3,1,54,3,1,2,3,0,1420,25233,1,0,1,13,3,3,80,0,0,2,3,0,0,0,0
1061,24,2,830,2,13,2,1,1,1495,4,0,78,3,1,6,2,1,2033,7103,1,0,1,13,3,3,80,1,1,2,3,1,0,0,0
1406,54,0,157,1,10,3,5,1,1980,3,0,77,3,2,1,1,0,4440,25198,6,0,0,19,3,4,80,0,9,3,3,5,2,1,4
731,20,0,1097,1,11,3,5,1,1016,4,0,98,2,1,7,1,0,2600,18275,1,0,0,15,3,1,80,0,1,2,3,1,0,0,0
924,35,0,735,1,6,1,1,1,1291,3,1,66,3,1,7,3,1,3506,6020,0,0,0,14,3,4,80,0,4,3,3,3,2,2,2
241,32,2,976,2,26,4,4,1,333,3,1,100,3,2,3,4,1,4465,12069,0,0,1,18,3,1,80,0,4,2,3,3,2,2,2
1217,24,0,581,1,9,3,5,1,1707,3,1,62,4,1,7,3,1,4401,17616,1,0,1,16,3,4,80,1,5,1,3,5,3,0,4
1056,28,1,1496,2,1,3,2,1,1486,1,1,92,3,1,6,3,1,2909,15747,3,0,1,15,3,4,80,1,5,3,4,3,2,1,2
681,38,0,1333,1,1,3,2,1,950,4,0,80,3,3,4,1,1,13582,16292,1,0,1,13,3,2,80,1,15,3,3,15,12,5,11
291,36,0,506,1,3,3,2,1,397,3,1,30,3,2,7,2,0,4485,26285,4,0,1,12,3,4,80,0,10,2,3,8,0,7,7
1284,39,0,1253,1,10,1,5,1,1800,3,1,65,3,3,4,3,0,13464,7914,7,0,1,21,4,3,80,0,9,3,3,4,3,2,2
893,29,0,1010,1,1,3,1,1,1249,1,0,97,3,1,7,4,2,3760,5598,1,0,1,15,3,1,80,3,3,5,3,3,2,1,2
266,31,0,1463,1,23,3,5,1,367,2,1,64,2,2,0,4,1,5582,14408,0,0,1,21,4,2,80,1,10,2,3,9,0,7,8
551,39,0,141,0,3,3,0,1,760,3,0,44,4,2,5,2,1,6389,18767,9,0,1,15,3,3,80,1,12,3,1,8,3,3,6
341,38,0,343,1,15,2,1,1,461,3,1,92,2,3,4,4,2,11510,15682,0,0,0,14,3,2,80,1,12,3,3,11,10,2,9
621,36,0,928,2,1,2,1,1,857,2,1,56,3,2,3,4,1,6201,2823,1,0,0,14,3,4,80,1,18,1,2,18,14,4,11
1112,38,0,903,1,2,3,5,1,1573,3,1,81,3,2,1,2,1,4855,7653,4,0,1,11,3,1,80,2,7,2,3,5,2,1,4
81,35,0,1214,1,1,3,5,1,105,2,1,30,2,1,7,3,0,2859,26278,1,0,1,18,3,1,80,0,6,3,3,6,4,0,4
632,42,1,1271,1,2,1,5,1,875,2,1,35,3,1,7,4,0,2515,9068,5,0,0,14,3,4,80,0,8,2,3,2,1,2,2
1142,45,0,1015,1,5,5,5,1,1611,3,0,50,1,2,2,1,0,5769,23447,1,0,0,14,3,1,80,0,10,3,3,10,7,1,4
969,48,0,855,1,4,3,1,1,1363,4,1,54,3,3,1,4,0,7898,18706,1,0,1,11,3,3,80,0,11,2,3,10,9,0,8
1370,47,2,1169,1,14,4,2,1,1934,3,1,64,3,2,7,2,1,5467,2125,8,0,1,18,3,3,80,1,16,4,4,8,7,1,7
861,46,0,1402,2,2,3,4,1,1204,3,0,69,3,4,8,1,1,17048,24097,8,0,1,23,4,1,80,0,28,2,3,26,15,15,9
39,33,1,1141,2,1,3,1,1,52,3,0,42,4,2,3,1,1,5376,3193,2,0,1,19,3,1,80,2,10,3,3,5,3,1,3
1197,20,0,727,2,9,1,1,1,1680,4,1,54,3,1,6,1,0,2728,21082,1,0,1,11,3,1,80,0,2,3,3,2,2,0,2
1395,31,1,754,2,26,4,4,1,1967,1,1,63,3,2,3,4,1,5617,21075,1,0,0,11,3,3,80,0,10,4,3,10,7,0,8
1359,34,0,735,2,3,1,5,1,1915,4,0,75,2,2,3,4,1,8103,16495,3,0,0,12,3,3,80,0,9,3,2,4,2,0,1
23,21,0,391,1,15,2,1,1,30,3,1,96,3,1,7,4,0,1232,19281,1,0,1,14,3,4,80,0,0,6,3,0,0,0,0
1270,34,0,511,2,3,2,1,1,1779,4,0,32,1,2,3,4,0,6029,25353,5,0,1,12,3,1,80,0,6,3,3,2,2,2,2
25,53,0,1282,1,5,3,3,1,32,3,0,58,3,5,8,3,2,19094,10735,4,0,1,11,3,4,80,1,26,3,2,14,13,4,8
791,35,0,1204,2,4,3,2,1,1100,4,1,86,3,3,3,1,0,9582,10333,0,0,0,22,4,1,80,0,9,2,3,8,7,4,7
318,27,0,1220,1,5,3,1,1,434,3,0,85,3,1,7,2,0,2478,20938,1,0,0,12,3,2,80,0,4,2,2,4,3,1,2
780,28,2,1366,1,24,2,2,1,1082,2,1,72,2,3,0,1,0,8722,12355,1,0,1,12,3,1,80,0,10,2,2,10,7,1,9
769,26,1,921,1,1,1,5,1,1068,1,0,66,2,1,7,3,2,2007,25265,1,0,1,13,3,3,80,2,5,5,3,5,3,1,3
933,28,0,640,1,1,3,2,1,1301,4,1,84,3,1,7,1,0,2080,4732,2,0,1,11,3,2,80,0,5,2,2,3,2,1,2
228,35,1,944,2,1,3,4,1,314,3,0,92,3,3,3,3,0,8789,9096,1,0,1,14,3,1,80,0,10,3,4,10,7,0,8
1155,39,0,170,1,3,2,5,1,1627,3,1,76,2,2,2,3,2,3069,10302,0,0,1,15,3,4,80,1,11,3,3,10,8,0,7
538,41,0,314,0,1,3,0,1,734,4,1,59,2,5,8,3,1,19189,19562,1,0,1,12,3,2,80,1,22,3,3,22,7,2,10
16,32,0,334,1,5,2,1,1,21,1,1,80,4,1,7,2,2,3298,15053,0,0,0,12,3,4,80,2,7,5,2,6,2,0,5
901,48,0,969,1,2,2,2,1,1258,4,1,76,4,1,2,2,0,2559,16620,5,0,1,11,3,3,80,0,7,4,2,1,0,0,0
459,41,2,509,1,2,4,3,1,616,1,0,62,2,2,0,3,0,6811,2112,2,0,0,17,3,1,80,0,10,3,3,8,7,0,7
738,39,0,466,1,1,1,1,1,1026,4,0,65,2,4,1,4,1,12742,7060,1,0,1,16,3,3,80,1,21,3,3,21,6,11,8
1040,40,2,218,1,8,1,5,1,1468,4,1,55,2,3,4,2,2,13757,25178,2,0,1,11,3,3,80,1,16,5,3,9,8,4,8
437,30,0,413,2,7,1,4,1,585,4,1,57,3,1,6,2,0,2983,18398,0,0,1,14,3,1,80,0,4,3,3,3,2,1,2
842,28,0,1485,1,12,1,1,1,1175,3,0,79,3,1,2,4,1,2515,22955,1,0,0,11,3,4,80,0,1,4,2,1,1,0,0
899,49,0,1098,1,4,2,5,1,1256,1,1,85,2,5,8,3,1,18711,12124,2,0,1,13,3,3,80,1,23,2,4,1,0,0,0
871,24,0,984,1,17,2,1,1,1219,4,0,97,3,1,2,2,1,2210,3372,1,0,1,13,3,1,80,1,1,3,1,1,0,0,0
1204,48,1,708,2,7,2,5,1,1691,4,0,95,3,1,6,3,1,2655,11740,2,0,0,11,3,3,80,2,19,3,3,9,7,7,7
384,36,0,164,2,2,2,5,1,513,2,1,61,2,3,3,3,1,7596,3809,1,0,1,13,3,2,80,2,10,2,3,10,9,9,0
898,43,0,920,1,3,3,1,1,1255,3,1,96,1,5,4,4,1,19740,18625,3,0,1,14,3,2,80,1,25,2,3,8,7,0,7
721,50,0,939,1,24,3,1,1,1005,4,1,95,3,4,1,3,1,13973,4161,3,0,0,18,3,4,80,1,22,2,3,12,11,1,5
1095,33,0,589,1,28,4,1,1,1549,2,1,79,3,2,2,3,1,5207,22949,1,0,0,12,3,2,80,1,15,3,3,15,14,5,7
686,41,0,263,1,6,3,5,1,957,4,1,59,3,1,2,1,0,4721,3119,2,0,0,13,3,3,80,0,20,3,3,18,13,2,17
1287,42,0,1128,1,13,3,5,1,1803,2,1,95,4,2,0,1,1,5538,5696,5,0,1,18,3,3,80,2,10,2,2,0,0,0,0
219,54,0,1147,2,3,3,4,1,303,4,0,52,3,2,3,1,1,5940,17011,2,0,1,14,3,4,80,1,16,4,3,6,2,0,5
631,44,0,986,1,8,4,1,1,874,1,1,62,4,1,2,4,1,2818,5044,2,0,0,24,4,3,80,1,10,2,2,3,2,0,2
1243,45,0,176,0,4,3,1,1,1744,3,0,56,1,3,5,3,1,9756,6595,4,0,1,21,4,3,80,2,9,2,4,5,0,0,3
688,19,0,419,2,21,3,3,1,959,4,1,37,2,1,6,2,0,2121,9947,1,0,0,13,3,2,80,0,1,3,4,1,0,0,0
1047,33,1,430,2,7,3,5,1,1477,4,1,54,3,2,3,1,1,4373,17456,0,0,1,14,3,1,80,2,5,2,3,4,3,0,3
203,40,0,905,1,19,2,5,1,281,3,1,99,3,2,2,4,1,2741,16523,8,0,0,15,3,3,80,1,15,2,4,7,2,3,7
101,32,0,827,1,1,1,1,1,134,4,1,71,3,1,7,1,0,2956,15178,1,0,1,13,3,4,80,0,1,2,3,1,0,0,0
366,41,1,143,2,4,3,4,1,488,1,1,56,3,2,3,2,0,9355,9558,1,0,1,18,3,3,80,0,8,5,3,8,7,7,7
974,27,1,793,2,2,1,1,1,1371,4,1,43,1,2,3,4,0,5071,20392,3,0,1,20,4,2,80,0,8,3,3,6,2,0,0
490,38,0,362,1,1,1,1,1,662,3,0,43,3,1,7,1,0,2619,14561,3,0,1,17,3,4,80,0,8,3,2,0,0,0,0
349,29,2,746,2,2,3,1,1,469,4,1,61,3,2,3,3,1,4649,16928,1,0,1,14,3,1,80,1,4,3,2,4,3,0,2
8,38,1,216,1,23,3,1,1,12,4,1,44,2,3,1,3,0,9526,8787,0,0,1,21,4,2,80,0,10,2,3,9,7,1,8
97,28,2,120,2,4,3,5,1,129,2,1,43,3,2,3,3,1,4221,8863,1,0,1,15,3,2,80,0,5,3,4,5,4,0,4
1447,36,2,301,2,15,4,4,1,2036,4,1,88,1,2,3,4,2,5406,10436,1,0,1,24,4,1,80,1,15,4,2,15,12,11,11
377,36,0,329,1,2,3,1,1,501,4,0,96,3,1,7,3,1,2543,11868,4,0,1,13,3,2,80,1,6,3,3,2,2,2,2
1340,36,0,1266,2,10,4,2,1,1880,2,0,63,2,2,3,3,1,5673,6060,1,0,0,13,3,1,80,1,10,4,3,10,9,1,7
354,30,2,641,2,25,2,2,1,475,4,0,85,3,2,3,3,1,4736,6069,7,0,0,12,3,2,80,1,4,2,4,2,2,2,2
1314,45,2,589,2,2,4,1,1,1845,3,0,67,3,2,3,3,1,5154,19665,4,0,1,22,4,2,80,2,10,3,4,8,7,5,7
1042,44,2,981,1,5,3,1,1,1471,3,1,90,2,1,2,3,0,3162,7973,3,0,1,14,3,4,80,0,7,5,3,5,2,0,3
505,26,0,991,1,6,3,1,1,686,3,0,71,3,1,2,4,1,2659,17759,1,0,0,13,3,3,80,1,3,2,3,3,2,0,2
754,33,2,1038,2,8,1,1,1,1044,2,0,88,2,1,6,4,0,2342,21437,0,0,1,19,3,4,80,0,3,2,2,2,2,2,2
422,19,0,489,0,2,2,2,1,566,1,1,52,2,1,5,4,0,2564,18437,1,0,1,12,3,3,80,0,1,3,4,1,0,0,0
76,35,0,776,2,1,4,4,1,100,3,1,32,2,2,3,1,0,4312,23016,0,0,1,14,3,2,80,0,16,2,3,15,13,2,8
626,32,0,638,1,8,2,5,1,865,3,0,91,4,2,7,3,1,5175,22162,5,0,1,12,3,3,80,1,9,3,2,5,3,1,3
1453,36,0,1120,2,11,4,4,1,2045,2,0,100,2,2,3,4,1,6652,14369,4,0,1,13,3,1,80,1,8,2,2,6,3,0,0
881,32,1,1316,1,2,2,1,1,1235,4,0,38,3,2,7,3,0,4998,2338,4,0,0,14,3,4,80,0,10,2,3,8,7,0,7
1048,34,0,1326,2,3,3,3,1,1478,4,1,81,1,2,3,1,0,4759,15891,3,0,1,18,3,4,80,0,15,2,3,13,9,3,12
72,31,0,1082,1,1,4,5,1,95,3,1,87,3,1,7,2,0,2501,18775,1,0,1,17,3,2,80,0,1,4,3,1,1,1,0
274,21,0,996,1,3,2,5,1,379,4,1,100,2,1,7,3,0,3230,10531,1,0,1,17,3,1,80,0,3,4,4,3,2,1,0
135,36,0,216,1,6,2,5,1,178,2,1,84,3,2,1,2,2,4941,2819,6,0,1,20,4,4,80,2,7,0,3,3,2,0,1
269,36,0,1403,1,6,3,1,1,373,4,1,47,3,1,2,4,1,3210,20251,0,0,1,11,3,3,80,1,16,4,3,15,13,10,11
500,32,0,646,1,9,4,1,1,679,1,0,92,3,2,7,4,1,6322,18089,1,0,0,12,3,4,80,1,6,2,2,6,4,0,5
400,39,1,1218,1,1,1,1,1,531,2,1,52,3,5,8,3,2,19197,8213,1,0,0,14,3,3,80,1,21,3,3,21,8,1,6
1045,40,0,896,1,2,3,5,1,1474,3,1,68,3,1,7,3,2,2345,8045,2,0,1,14,3,3,80,1,8,3,4,3,1,1,2
1443,42,0,300,1,2,3,1,1,2031,1,1,56,3,5,8,3,1,18880,17312,5,0,1,11,3,1,80,0,24,2,2,22,6,4,14
1145,36,0,559,1,12,4,1,1,1614,3,0,76,3,2,1,3,1,4663,12421,9,0,0,12,3,2,80,2,7,2,3,3,2,1,1
381,30,0,202,2,2,1,2,1,508,3,1,72,3,1,6,2,1,2476,17434,1,0,1,18,3,1,80,1,1,3,3,1,0,0,0
1360,31,0,471,1,4,3,5,1,1916,1,0,62,4,1,2,3,2,3978,16031,8,0,1,12,3,2,80,1,4,0,2,2,2,2,2
1006,49,1,1475,1,28,2,1,1,1420,1,1,97,2,2,2,1,0,4284,22710,3,0,1,20,4,1,80,0,20,2,3,4,3,1,3
48,46,1,1211,2,5,4,4,1,62,1,1,98,3,2,3,4,0,5772,20445,4,0,0,21,4,3,80,0,14,4,3,9,6,0,8
1262,43,1,807,1,17,3,2,1,1767,3,1,38,2,1,7,3,1,2437,15587,9,0,0,16,3,4,80,1,6,4,3,1,0,0,0
231,42,0,532,1,4,2,2,1,319,3,1,58,3,5,8,4,1,19232,4933,1,0,1,11,3,4,80,0,22,3,3,22,17,11,15
862,44,2,111,1,17,3,1,1,1206,4,1,74,1,1,7,3,0,2290,4279,2,0,1,13,3,4,80,0,6,3,3,0,0,0,0
561,52,0,621,2,3,4,4,1,776,3,1,31,2,4,8,1,1,16856,10084,1,0,1,11,3,1,80,0,34,3,4,34,6,1,16
1335,39,0,835,1,19,4,3,1,1871,4,1,41,3,2,7,4,2,3902,5141,8,0,1,14,3,2,80,3,7,2,3,2,2,2,2
1190,32,0,977,1,2,3,5,1,1671,4,1,45,3,2,7,2,2,5470,25518,0,0,1,13,3,3,80,2,10,4,2,9,5,1,6
797,26,0,1330,1,21,3,5,1,1107,1,1,37,3,1,2,3,2,2377,19373,1,0,1,20,4,3,80,1,1,0,2,1,1,0,0
417,40,0,1398,2,2,4,1,1,558,3,0,79,3,5,8,3,1,18041,13022,0,0,1,14,3,4,80,0,21,2,3,20,15,1,12
989,37,0,1439,1,4,1,1,1,1394,3,1,54,3,1,7,3,1,2996,5182,7,0,0,15,3,4,80,0,8,2,3,6,4,1,3
1457,40,0,1194,1,2,4,5,1,2051,3,0,98,3,1,7,3,1,2001,12549,2,0,1,14,3,2,80,3,20,2,3,5,3,0,2
1324,29,0,726,1,29,1,1,1,1859,4,1,93,1,2,0,3,2,6384,21143,8,0,1,17,3,4,80,2,11,3,3,7,0,1,6
164,27,2,1450,1,3,3,5,1,224,3,1,79,2,1,7,3,2,2566,25326,1,0,0,15,3,4,80,1,1,2,2,1,1,0,1
1054,49,0,1490,1,7,4,1,1,1484,3,1,35,3,3,0,2,2,10466,20948,3,0,1,14,3,2,80,2,29,3,3,8,7,0,7
275,37,2,728,1,1,4,5,1,380,1,0,80,3,3,4,4,2,13603,11677,2,0,0,18,3,1,80,2,15,2,3,5,2,0,2
846,35,0,819,1,2,3,1,1,1182,3,1,44,2,3,1,2,2,10274,19588,2,0,1,18,3,2,80,1,15,2,4,7,7,6,4
975,55,0,267,2,13,4,4,1,1372,1,1,85,4,4,3,3,0,13695,9277,6,0,0,17,3,3,80,0,24,2,2,19,7,3,8
342,31,0,1232,1,7,4,5,1,462,3,0,39,3,3,1,4,0,7143,25713,1,0,0,14,3,3,80,0,11,2,2,11,9,4,10
1085,31,1,561,1,3,3,1,1,1537,4,0,33,3,1,7,3,0,4084,4156,1,0,1,12,3,1,80,0,7,2,1,7,2,7,7
242,41,0,1411,1,19,2,1,1,334,3,1,36,3,2,7,1,2,3072,19877,2,0,1,16,3,1,80,2,17,2,2,1,0,0,0
1320,42,2,355,1,10,4,2,1,1854,3,1,38,3,1,7,3,1,2936,6161,3,0,1,22,4,2,80,2,10,1,2,6,3,3,3
922,44,0,1199,1,4,2,1,1,1288,3,1,92,4,5,8,1,2,19190,17477,1,0,1,14,3,4,80,2,26,4,2,25,9,14,13
1239,31,1,163,1,24,1,2,1,1736,4,0,30,3,2,1,4,0,5238,6670,2,0,1,20,4,4,80,0,9,3,2,5,4,1,4
516,23,0,885,1,4,3,5,1,705,1,1,58,4,1,7,1,1,2819,8544,2,0,1,16,3,1,80,1,5,3,4,3,2,0,2
685,26,1,1283,2,1,3,5,1,956,3,1,52,2,2,3,1,0,4294,11148,1,0,1,12,3,2,80,0,7,2,3,7,7,0,7
825,29,0,718,1,8,1,5,1,1150,2,1,79,2,2,1,4,1,5056,17689,1,0,0,15,3,3,80,1,10,2,2,10,7,1,2
537,27,1,294,1,10,2,1,1,733,4,1,32,3,3,1,1,2,8793,4809,1,0,1,21,4,3,80,2,9,4,2,9,7,1,7
69,36,0,318,1,9,3,5,1,90,4,1,79,2,1,7,3,1,3388,21777,0,0,0,17,3,1,80,1,2,0,2,1,0,0,0
32,30,0,125,1,9,2,5,1,41,4,1,83,2,1,2,3,0,2206,16117,1,0,1,13,3,1,80,0,10,5,3,10,0,1,8
617,44,0,625,1,4,3,5,1,852,4,1,50,3,2,0,2,0,5933,5197,9,0,1,12,3,4,80,0,10,2,2,5,2,2,3
949,39,0,524,1,18,2,1,1,1322,1,1,32,3,2,1,3,0,4534,13352,0,0,1,11,3,1,80,0,9,6,3,8,7,1,7
